,순서,상품명,별점,도수,설명,맛과향,이미지
146,147,TANQUERAY STERLING VODKA,2.83,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/dd38a7b0-8e2e-0137-b66e-26ef9aa2882e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
147,148,QUARTZ,3.67,41.0,none,none,"https://ip-distiller.imgix.net/images/spirits/f3da6ad0-83e4-0137-5496-7e4c7347bf3f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
148,149,PAN TADEUSZ,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/758d8bc0-7726-0137-6d7e-7e177f1fc9a8/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
149,150,CZAR'S,3.0,,none,none,"https://ip-distiller.imgix.net/images/spirits/f09d2570-5921-0137-6cf0-1ed33b9b6c93/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
150,151,CONTARI,3.08,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a10ddbf0-4024-0137-44c4-6e849d035872/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
151,152,TOP SHELF VODKA,3.58,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/23408d60-3fae-0137-5d0e-5ee6d829dfd1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
152,153,UNCLE JUMBOS VODKA,4.92,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/c367a240-3d28-0137-5810-56bd54c6e596/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
153,154,SMIRNOFF BLACK LABEL,3.92,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/39871670-21f6-0137-65b2-0a7eab346124/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
154,155,KAUFFMAN SOFT VODKA,4.42,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/63d70790-1769-0137-1331-42fd0d8674f4/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
155,156,J. T. MELECK,4.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/73e26040-1559-0137-28e6-42f75d768960/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
156,157,MISSISSIPPI RIVER DISTILLING COMPANY RIVER PILOT VODKA,4.17,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/bbc43d90-000a-0137-d872-1234cd117896/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
157,158,PUR VODKA,4.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/d94186f0-f96c-0136-6387-668bb3db95eb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
158,159,BELUGA CELEBRATION GOLD,4.42,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4d992770-f8fd-0136-2e1a-1e55f9fd395d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
159,160,SPIRIT OF YORK VODKA,3.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/33382f80-f4f2-0136-7f34-7ea4fd0eb46b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
160,161,FROGGY B,3.83,,none,none,"https://ip-distiller.imgix.net/images/spirits/50067a50-f2b4-0136-281a-02e13a9bf4fd/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
161,162,BLUE HERON VODKA,4.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/e8ac0cb0-ecfa-0136-a0ee-767f84ee95d7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
162,163,BELVEDERE INTENSE 100 PROOF VODKA,4.17,50.0,"Like the standard Belvedere Vodka bottling, Belvedere Intense 100 Proof Vodka is distilled from 100% Polish Dankowskie rye. In this case, the vodka is only brought down to 100 proof rather than 80 proof. Sold in global travel retail outlets.",none,"https://ip-distiller.imgix.net/images/spirits/0a8aeb30-ea22-0136-6017-4a050db43bf3/belvedere_intense_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
163,164,WOODINVILLE VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/b1382270-e88c-0136-dd1b-16a7e5ad5ee7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
164,165,BELENKAYA,3.83,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/3ab32230-e20a-0136-c387-3679ae339068/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
165,166,MAMONT,2.42,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/5ff6a180-cc9e-0136-8063-72da7977098e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
166,167,STOLICHNAYA GOLD,4.67,40.0,"Relaunched in late 2017, Stoli Gold has changed their recipe as well as updated their bottle. The vodka is based on 100% single-estate Gubernator Dona winter wheat. The water used in this vodka has been filtered through shungite, a meteoric rock found in the Tambov region in Russia. The vodka is filtered like their standard Stoli, through Russian birch charcoal and quartz sand, but it also is filtered through coils of gold thread. Available first in travel retail at Heathrow and Dubai airports with a wider release expected thereafter.",none,"https://ip-distiller.imgix.net/images/spirits/59139830-99b9-0135-1883-760d491ef1bf/stolichnaya_gold_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
167,168,ABSOLUT 100,3.17,50.0,This is a higher proof version of the classic Absolut Vodka. The black bottle with silver lettering replaced Absolut Red in the late aughts to better differentiate between the classic bottle and the higher proof version. Absolut is produced in the town of Åhus in Sweden from locally-grown winter wheat. Absolut 100 is bottled at 50% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/fe7e1580-8dcf-0135-d834-1218baa68236/absolut_100_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
168,169,PEARL VODKA,2.0,40.0,"Pearl Vodka is a Canadian project focused on making classic, smooth vodkas. Wheat from Alberta is distilled five times and cut with water from the Canadian Rockies. The resulting spirit is repeatedly filtered for an easy, highly mixable style.","{""grain"":75,""earthy"":0,""spicy"":5,""herbal"":5,""oily"":5,""chemical"":0,""rich"":0,""sweet"":55,""mineral"":0,""neutral"":75,""harsh"":45,""bitter"":60,""fruity"":0,""floral"":5}","https://ip-distiller.imgix.net/images/spirits/59c907b0-7963-0135-0397-1a1b2e018406/pearl_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
169,170,FAIR QUINOA VODKA,4.08,40.0,"This vodka is distilled from fair-trade organic quinoa sourced from the Andean Mountains. The quinoa is shipped to Cognac, France where it is distilled by Master Distiller Philip Lacile. In addition to vodka, FAIR makes gin, rum, and several liqueurs. Under the brand's fair trade policies, farmers in developing regions around the world receive a fair profit for the crops they grow.",none,"https://ip-distiller.imgix.net/images/spirits/77f8a2f0-77d1-0135-4269-72f5d37c75b1/fair_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
170,171,STOLICHNAYA 100 PROOF,3.67,50.0,"This is Stoli's 100 Proof bottling, also called Blue Label. This grain based (wheat and rye) vodka is distilled in Russia and bottled and brought to proof in Latvia. It is filtered through Russian birch charcoal and quartz sand.",none,"https://ip-distiller.imgix.net/images/spirits/f790d630-5d29-0135-880c-5657afde1505/stolichnaya_100_proof_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
171,172,MEMBER’S MARK FRENCH VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/e5e79310-5e29-013a-4ae6-6e7f7398039e/46c01c52de23f9cbbb5a72a55a194f4f_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
172,173,WILD RAG DISTILLER’S RESERVE VODKA,3.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a71c17e0-4291-013a-9541-2e295ac506a6/372d26e3085e4ed1b1f0f88a5b8cd208_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
173,174,ROUND ROCK VODKA,3.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/28698760-3a09-013a-f754-56d70e4864fc/91b7cfa97a529f496fb62fa033fd5e1e_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
174,175,TRUTH VODKA,3.75,42.0,none,none,"https://ip-distiller.imgix.net/images/spirits/5d4d2860-2e0c-013a-b691-62b3f459e6a4/37ceb3c0184a9cee2a6e6ffe7ebbda32_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
175,176,EXPEDITION AMERICAN WEST VODKA,3.25,40.0,Santa Fe Spirits was founded in 2010 by Colin Keegan. The New Mexican distillery produces various whiskeys and other spirits including this vodka. Expedition American West Vodka is made using 100% maize (corn) and Sangre de Cristo Mountain water. It is bottled at 80 proof.,none,"https://ip-distiller.imgix.net/images/spirits/2f299b20-af7d-0139-3ffa-6a8bb6ea9318/expeditionvodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
176,177,CASHE,2.88,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/8a12b970-9f14-0139-0ead-3a1b19bebab7/29ec43d4bc455306cdf55ec253bf8845_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
177,178,SYVÄ VODKA DISTILLED FROM RYE,3.0,45.0,none,none,"https://ip-distiller.imgix.net/images/spirits/c28a4910-9f13-0139-cfc1-32ba97add775/81e1fccf4ebdb8dc9f0bb60041ae2383_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
178,179,SILLY GOOSE VODKA,4.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/50443220-99ac-0139-76be-0e763f6fff4c/514b54c5b573c8a81d19f724f82ddd25_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
179,180,SKYY VODKA (NEW FORMULA),3.75,40.0,"The 2021 refresh of this vodka was created in concert with a collective of experts including chemists, professional bartenders, and a water sommelier to achieve the final product. The effect is meant to evoke the naturally occurring salinity and minerality of the waters surrounding its home town of San Francisco, made with vodka + soda drinkers in mind.",none,"https://ip-distiller.imgix.net/images/spirits/eca22a00-90a7-0139-53b7-5ea8a9da536d/skyyvodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
180,181,MONTBLANC VODKA,3.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/60882230-591a-0139-b447-0602c752563b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
181,182,SNOW QUEEN,4.25,,none,none,"https://ip-distiller.imgix.net/images/spirits/da179430-553f-0139-907a-4a3ba115ba4e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
182,183,HELIX,2.5,70.0,none,none,"https://ip-distiller.imgix.net/images/spirits/015c6890-4d72-0139-46c3-1217a90d0d14/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
183,184,BEEHIVE DISTILLING ORGANIC VODKA,5.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4f0316c0-4a0a-0139-6e71-32138079b25e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
184,185,STOCK PRESTIGE,1.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/25396070-2da1-0139-8ae8-1219f6eb0c07/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
185,186,AMELTHYST SPIRIT,3.25,44.0,none,none,"https://ip-distiller.imgix.net/images/spirits/9016a360-2949-0139-b2f5-0e22e7e90df5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
186,187,DRY FLY WASHINGTON WHEAT VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/6ae8f050-2944-0139-967a-3afa60a17a9f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
187,188,FROZEN HEAD VODKA,4.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/b6ed7bd0-1f1b-0139-ebbf-1e7985249479/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
188,189,CASTLE & KEY SACRED SPRING VODKA,3.0,40.0,"This vodka is made using the brand's bourbon mash bill as its base: 73% yellow corn, 17% malted barley, and 10% rye. It's bottled at 80 proof. Note: This vodka is the same as the brand's Restoration Vodka, but with an updated package and name.","{""grain"":70,""earthy"":5,""spicy"":30,""herbal"":5,""oily"":15,""chemical"":10,""rich"":40,""sweet"":40,""mineral"":0,""neutral"":30,""harsh"":5,""bitter"":5,""fruity"":20,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/fcb738e0-17d4-0139-e9ef-1e7985249479/sacredvodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
189,190,MCCLINTOCK DISTILLING COMPANY EPIPHANY,4.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/c17b7c20-f53f-0138-e253-1ee54a85f8b9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
190,191,MEMBER’S MARK VODKA,3.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/b59d4800-f384-0138-305f-3afc2175ce31/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
191,192,VOX,4.13,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/230df480-b6f6-0138-932d-2e3170e3436f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
192,193,VEIL VODKA,2.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/f4736140-b11c-0138-8fb2-5aada355eaa1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
193,194,ESME VODKA,2.33,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/8e17c100-8cf1-0138-9553-1a7c66b988ea/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
194,195,FIFTH STATE PREMIUM VODKA,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/750ab550-8a7b-0138-80d5-7288c830a5f5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
195,196,NEW AMSTERDAM GRAPEFRUIT,3.88,35.0,none,none,"https://ip-distiller.imgix.net/images/spirits/3830b5e0-649b-0138-272d-424cccce7fbf/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
196,197,COLUMN 5,3.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/13a5fb30-5b8f-0138-d9ac-3e28b344b18d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
197,198,BELUGA CELEBRATION,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/05599300-540e-0138-5d57-32f86c9bf7c1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
198,199,DEEP RUN PIONEER SPIRIT SMALL BATCH VIRGINIA VODKA,3.88,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/9b54e760-4d1b-0138-cd2f-2a29d9c99823/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
199,200,ESME VODKA BLACK SHIELD RESERVE,1.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4a31e0a0-47af-0138-a816-2216a6aed9bc/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
200,201,SHEVKOFF ULTRA PREMIUM,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/90d8ddc0-4450-0138-b070-22cb4206edb3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
201,202,HEIRLOOM RYE VODKA,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/80d11d80-2692-0138-ec76-72e0e37a97c4/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
202,203,MUTINY ISLAND VODKA,4.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a0abc730-1738-0138-92c7-7a9e224f363c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
203,204,1941 CRAFT VODKA,3.5,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/74f77ee0-16ba-0138-7970-167cefdfccd1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
204,205,KATLA,4.63,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a274fe50-1137-0138-5e6f-1eaa2b78cd6c/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
205,206,WYBOROWA RYE,3.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/713135d0-0d9d-0138-67e2-5e8433447ff7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
206,207,TEKIRDAG RAKI,4.0,,none,none,"https://ip-distiller.imgix.net/images/spirits/31ded970-09ff-0138-9961-0e2117aede43/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
207,208,NOBLE WOLF,4.25,,none,none,"https://ip-distiller.imgix.net/images/spirits/3090e830-f46e-0137-e358-4ea1a081e671/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
208,209,FIELDNOTES ORGANIC POTATO VODKA,4.5,40.0,"Wisconsin-based La Crosse Distilling Co. is the maker of Fieldnotes Vodkas and Gins. They are a grain-to-glass distiller using organic ingredients from local and regional family farmers whenever possible. For their Organic Potato Vodka, regional organic potatoes are used. It is bottled at 40% ABV and is gluten free.",none,"https://ip-distiller.imgix.net/images/spirits/daa88a20-a9a4-0137-d399-362b55a4a28b/fieldnotespotato_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
